date,stars,target,text
11-Sep-19,2,Negative,"I brought this after reading so many reviews. (Wanted to try a new brand of audio, before i used Harman JBL) Before even testing sound quality, the earphones didn't fit perfectly for my mobile (HONOR PLAY). I DONT THINK THAT IT IS EXACT 3.5MM. So had to return it the next day. From the experience i have had.. Sound quality is good. Ok bass. Comfort not so good. Compatability with mobile is worst. Hope they improve their quality."
12-Sep-19,2,Negative,I don't recommend
13-Sep-19,2,Negative,Buds are low qualit.
14-Sep-19,4,Negative,Nice but vocals not clear
16-Sep-19,2,Negative,Sounds good but it lasted only 5 months one side not working now and im a gamer i did use headset a lot but still didn't expect it to get damaged this quick
18-Sep-19,2,Negative,Built quality is not that worthy. Nd even mike does not work properly
18-Sep-19,4,Negative,"After 20 days of usage, i lost one earhook as they are not perfectly sticked. There is nothing to do because you can't put in your ear without earhook. You can't buy it online or offline, i have tried a lot.
So if you can't put it back in the case after every usage, just don't buy it.
P. S. - I've lost second one too so if anyone knows what to do please let me know.

Edited:- After one year of rough uses, I'm writing this. Earphones, cable or jack is working perfectly. There is same music experience after one year."
21-Sep-19,2,Negative,"Overall the earphone is okay okay, the treble and vocals are balanced but if you want bass then it is not sufficient for bass."
21-Sep-19,2,Negative,Sounds quality is good but one side stopped working in a month like wtf! Another problem is with the mic....have to hold in really close and i mean really close to talk to someone / for voice commands.
22-Sep-19,2,Negative,"Nah I'm buying realme buds 2. After 1 year the audio jack is messed up,i want to adjust it in an angle to hear something.
"
22-Sep-19,2,Negative,sound quality is good good bass and audio but 'FOR ME' it started hurting and that loop is of no use also earcubs are cheap quality......fitting can be differnt for other people
22-Sep-19,4,Positive,I loved the packaging... Metal box with stickers inside... The feel of the earphones is amazing with flat cable... I am using the rubber earbuds of my previous earphones coz they fitted my ears better so scope of improvement in the quality of earbuds provided... Noise cancellation is pretty great but can definitely be better... Most definitely an upgrade for my boat earphones but realme earphones are better than ant studio.
25-Sep-19,2,Negative,I bought it for 470 from amazon its its worthy for money packing was pretty good . But this is waste earphones forever why because it's not hold in ears.
26-Sep-19,2,Negative,Sound quality is not good as sony or jbl. Overall i dont like to use this because of poor sound quality.
26-Sep-19,2,Negative,After one month the microphone is not working.
28-Sep-19,2,Negative,"I love this product vey much don't know how it seduced me like anything it became my very closest friend of my alone times... the sound quality... wow.. its just mesmerisingly good
And the bass OMG i was shocked
But the sadest thing is from last 7days one of my earphone is not working it was like heartburn please do have an solution for my concern my honest review
PLEASE HELP ME WITH THIS"
29-Sep-19,2,Negative,Mic is not good
03-Oct-19,2,Negative,"The earphone wires make a sound
It was really disappointing for me"
04-Oct-19,1,Negative,"These earphones are just overrated. I got 3 of them for my self, brother and a relative. One of its mics stopped working. The other ones had issues like sound and socket fitting."
04-Oct-19,2,Negative,no bass its only for heard music sound but the sound is pain in ears build quality super .not worth for money
05-Oct-19,2,Negative,"I bought the ant ear phone for 499. The holders given in the ear phone gets removed often.Without the rubber holder it doesn't stick to.your ears and falls down because of the heavy cable.
Sound quality and noise cancellation is pretty fine.

You can prefer Boat 155 instead."
05-Oct-19,2,Negative,"Pros
-Super fast delivery by Amazon
-Perfect fit in the ears, doesnt fall off
-Pretty good packaging
-Sound Quality is decent
-Surprsingly, I liked the treble in this piece

Cons
-Distortion at higher volume
-Disappointed with the bass. I ordered this based on the reviews on bass but didn't find it impressive"
05-Oct-19,2,Negative,"The sound quality is not even close to what the default with phone ear phones offer. No doubt the looks of this product is 10/10 but the reality is sound quality is 2/10.

Also if you are trying to use this for taking calls, other party always complain of very low sound."
06-Oct-19,2,Negative,just 1 rash accidental moment with a wire and sound completely went off in one year plug
08-Oct-19,2,Negative,After 4 months this earphone is not working..But sound quality is okay.. quality should improve.
10-Oct-19,2,Negative,Don't buy this product this is so bad sound is hilarious
11-Oct-19,2,Negative,product failure in one month
11-Oct-19,5,Positive,Honestly I was a bit sceptical before buying this product... Read a few reviews and thought it's worth a shot for just 600 bucks... Firstly the beautiful metallic box looked so premium..Have used JBL Skullcandy Boat and other brands... This one beats them hands down... Amazing Bass quality... That too nice thumping one...
12-Oct-19,2,Negative,"Within a year, it got damaged. But when I reached claim warranty they said it's been over a year since date of purchase.So remember date of purchase is the order date not the delivery date.
"
12-Oct-19,2,Negative,"One end of the earphone stopped working after 5 months of usage. The quality of sound is good, noise cancellation doesn't always work."
13-Oct-19,2,Negative,"he packaging is extremely good. I hope they had invested similar resourced to the product. Received a completely brand-new and premium-feel product in a day. Opened it, loved it at first glance.They supplied it in a decent box, with couple of music and brand stickers. A note was attached. Write a review, and send it to our social media handles to earn goodies.Coming to the product, one of the earphones was not working. Disappointed. I placed the return request."
13-Oct-19,5,Positive,Though bass is not that great as much as I would have loved but overall produces pretty nice over all sound. Very sturdy design.
14-Oct-19,2,Negative,"Durability of the earphones is below average.
One side stopped working within 6 months"
16-Oct-19,1,Negative,"gives terrible headache..Makes you sensitive to any sound whatsoever..doest fit in ears, no matter what you do..one side stops working just after few days of use.."
19-Oct-19,5,Positive,"Guys this Ant earphone are awesome you should go and buy it. The quality ,purity,bass of the earphone are extremely excellent."
20-Oct-19,2,Positive,Amazon.Bass is loud and clear. Sound quality is not bad but the pain is intense for me.I would be more happy to use if the ear tips were comfortable.
21-Oct-19,2,Positive,The expectation is fulfilled
22-Oct-19,2,Negative,It's over hyped product noise cancellation is worst and sound clarity not good although bass is quite good
23-Oct-19,2,Negative,"After two months of usage, got one side dead"
26-Oct-19,2,Negative,"Bass very low, vary thin sound"
27-Oct-19,2,Negative,Left side volume is very low
01-Nov-19,2,Negative,Not happy at all...left side is not working.. not completed one month and it's now broken...very disappointed..
03-Nov-19,2,Negative,One side not working in few months
04-Nov-19,2,Negative,Left side stops not recommended at all
04-Nov-19,2,Negative,Produce Very high noise when connected to laptops.
06-Nov-19,1,Negative,They are awesome earphones but good quality and good bass. They were working fine till yesterday but today they are not working properly. Sometimes the voice is becoming too slow and sometimes it is too loud and I have adjust wire accordingly so get the noice.
07-Nov-19,2,Positive,"If you are a bass lover,then this is where your search ends."
07-Nov-19,2,Negative,Average
09-Nov-19,2,Negative,"Left speaker volume is very low. Not happy with the all the recent Ant products I bought.
"
10-Nov-19,2,Negative,Ears are getting hurt when lestining to it
10-Nov-19,4,Positive,"These earphones have a particular sound signature and loudness to them that you will either dislike or simply fall in love with. Don't get me wrong about the bass. I mostly listen to rock so for rock you can really feel the drum ""kick"" with these earphones. The loudness is superb.

But I wouldn't call the soundstage of these all that great, since I have heard wider soundstage and am able to hear more instruments in earphones like leaf dash and leaf bolt at the same price point. Also the bass of Leaf Bolt is far superior than Ant audio.

Overall, for EDM and ground smacking bass, go for earphones like Leaf Bolt, Realme Buds 2 and Boat Bassheads 225.

But if you want something solid, and wanna hear that solid KICK of the drums in sings, you will find love for these earphones. I would say it's just something about the sound signature of these earphones that makes you really want to keep them. Comfort and fitting is also great on these, and they come inside a nice aluminium box, with optional stickers inside. That's something you do not get with any other earphone at this price range or even for many higher price range earphones as well.

I would say, if you have the money and are a music enthusiast, these are a must have for you. But if you are looking for an oveall best deal, then Leaf Bolt is the best option. Or if you are looking for earth shattering bass and decent quality, then go for Realme Buds 2.

But if you just want a solid deal and want that sweet aluminium box that comes with these earphones, and want the BEST LOUDNESS for the price range, then look no further, go for these!"
10-Nov-19,4,Positive,Look the reason it cuts down the price from 500 and drops to the range of 300 is because they stopped giving the allumanium box as well as the stickers you preety much get the earphones and thats it sound quality is okk and overall its a good deal in this price range.
12-Nov-19,2,Positive,"Voice is clear but noice cancellation is average.
Have some problem while adjusting it in my ear. But overall it's a good buy in this price rang"
13-Nov-19,4,Negative,"The Product i received it was I don't know it was used or what there was dust in the product
2)box was in horrible condition
3) earphone is good but not the price level
4) sound quality and noise cancellation is quit good but bass quality is so poor"
14-Nov-19,2,Negative,the earphone gives quite a good output but it's failed to deliver just within three months which is quite horrible and it is just a tedious process to get in touch with anyone at all for getting it fixed within warranty. I don't even know whom to approach. I filled in a form online and there has been no response since
15-Nov-19,1,Negative,I feel so bad and I can't wait to see quality of antaudio earphones but sadly one side is not working and product is seems to be badly used why people think they are going best in the market but this type of work is not appreciate your product and service are make me confused why people are give 4 and 5 star on Amazon and YouTube too watching this product on YouTube
20-Nov-19,2,Negative,"Sound quality is fine, but its very brittle and cannot be usefull for a medium to rough use or prolonged usage no metallic box as displayed
"
22-Nov-19,4,Negative,"Pro - Audio quality is really good.
Cons - wire and ear grip is cheap quality, keeps falling off. Overall gives cheap Chinese product feeling."
27-Nov-19,5,Positive,"First I would say I am a fan of their product packaging.Truly impress.About Sound quality it is way better than JBL,Sony 1000 range earphones and are affordable.It is easily adjustable to any ears"
05-Dec-19,2,Positive,Its good.. Value for the money
11-Dec-19,4,Positive,"I bought this earphone on September 2019, totally satisfied with the earphone till April 2020 (During Lockdown).
Sound Quality, Build Quality is great. Totally satisfied with the bass- treble, noise cancellation.

On April 2020 one side of this earphone stopped working, as I had another Headphone so I started using that and Packed this earphone and I thought I'll claim warranty after lockdown ends. So In June I claimed RMA(Warranty) for the earphone, and it got accepted but unfortunately was unable to parcel the earphone to AcroRMA (Delhi) because of restrictions. So my warranty period got over in August 2020. And now I don't have any option to get my earphone fixed. "
27-Dec-19,4,Negative,Everything is amazing except that the pin is in L shape at the end and it causes certain problems like wire twisting when you keep it in pocket and the handles in earpiece is removable which sometimes get removed automatically (like when you take it out of pocket it won't be there) and I've lost one already. They should've given it attached to earpiece so that there won't be fearnof losing that handle. Except this everything is amazing
28-Dec-19,2,Negative,the earphone gives quite a good output but it's failed to deliver just within three months which is quite horrible and it is just a tedious process to get in touch with anyone at all for getting it fixed within warranty. 
29-Dec-19,2,Negative,"The product I received was damaged,I.e. the right earpiece was not working.i am writing this review after listening to the left earpiece,the sound quality was good."
05-Jan-20,2,Negative,"Don't buy is product this earphone did not have any microphone fake microphone. Good things:- ultimate bass.Bad things :- build quality is not that great and one site is note working after few days, treble are muddy."
07-Jan-20,2,Negative,Sounds are more than good but base is to high which is not good. You can't hear on full volume. Base will start hitting your ear and sound also won't be as clear as it should be. On medium volume it's amazing.
09-Jan-20,4,Positive,"Sound, bass and noise cancellation all fine and ok and precisely more thn the price range. Worth buying"
10-Jan-20,2,Negative,"The product automatically increases or decreases volume and this thing is going on from around 1 month. First i felt, maybe my mobile is not updated and hence such issues are arising but no, it is product defect and it started exactly after 5-6 months of purchase. Product was okish but now.. i wont recommend this to someone else.
"
20-Jan-20,2,Positive,ok... ok
20-Jan-20,2,Negative,One side of earphones stopped working in less than 1 month
21-Jan-20,2,Negative,After 3 months it stopped working
22-Jan-20,5,Positive,I might give the bass quality 4.5/5 but it doesn't makes that much of a difference..So totally satisfied with the product + how can you forget about the case. It's so sexy and classy!! I more liked it because of the case
25-Jan-20,4,Positive,Nice
26-Jan-20,2,Negative,"Design: 2/5 (Flat, light wires almost as bad as the Syska H-007 earphones. Curved design of the earphones is the only saving grace!)"
28-Jan-20,4,Negative,Decent sound. Quality is also good. But I don't like the return policy and process of ant audio.
29-Jan-20,1,Negative,bought it on hearing about the reviews... sound quality was pretty good tho but even if the parts are made of metals.... i think i had a loose connection developed in mine (wires) resulting in no audio in one of the bud.... lasted for roughly 2 months.... not for rough use.....
29-Jan-20,2,Negative,Do not buy these earphones. They stopped working after 2 months. The bass was good and sound was crisp and clear but after 2 months they gave up on me suddenly when I was watching YouTube videos. My advice would be to not to buy these and save your money.
29-Jan-20,4,Positive,"Packaging box was sealed with transparent plastic which contain steel box and then the earphone with accessories inside it, I liked the quality packing.
I choose Ant audio because of flat wire able quality is really good also liked the mic button it's not appear to be a button again the quality is good.
The durability of L shape pin is higher than straight pin in personal experience (personal views).
The only disadvantage I find here, is the ear hook. Because the ear plugs don't fit without this hooks."
30-Jan-20,1,Negative,Earphone sound quality was great but its built quality is very bad.. using it for 3 months and today its left speaker stopped working . There is an issue with wiring near the jack. Please improve it Ant Audio. Everyone is complaining about the built quality and you are doing nothing.
30-Jan-20,2,Negative,"If we are spending our valuable moneny than of cource we need genuine item also. For few discount amount , we are getting cheat by seller. I humbly humbly request you to PLEASE PLEASE buy from antaudio original website. You will get great product from original site for your"
17-Feb-20,4,Positive,If You are looking For Good sounding Earphone Than Here it is . I was Impressed with design & sound. But There is One issue with mic its Not Sustainable more than 20-25 Day later . if U are Not Using For Calling purpose than Its Fine. Yes in Market There are some Big Brands Also Not provides Mic like Sennheiser . But peoples are Buying It just For Sound Quality . & One More thing Its Comes with Metallic Box Which very good to carry anywhere
19-Feb-20,1,Negative,"average sound quality even honor am115 is lot better than this..at this price range either go for jbl,boat or Sennheiser..warranty is lie...if your headphone not working...all you have to do is courier the product to them with your expense...then they replace the product...I don't understand why I have to pay courier charges for faulty pieces..."
26-Feb-20,2,Negative,Great bass and loud sound which ultimately gives you pain in your ears. After listening to such a loud sound my ear was ringing and paining too. I returned the product back to Amazon.
27-Mar-20,1,Negative,Earphones are good no doubt...But after sale service is worst. I ordered this earphones and after few months one earbud was not working. I sent earphones to Acro via courier. Then after few days they sent same product. They didn't repair anything to earphones. Worst service provided by Acro engineering company. Better to go with Boat.
01-Apr-20,4,Positive,Overall a balanced earphone. Sound is OK. Bass and treble are clear. Do not expect very high quality as in sennheiser. But good for price. Wires are flat and do not mixup. Call quality over mic is good. Used it once rain. Was OK. Miss the magnetic back.
18-Apr-20,2,Negative,From the experience i have had.. Sound quality is good. Ok bass. Comfort not so good. Compatability with mobile is worst. Hope they improve their quality.
03-May-20,2,Negative,"Bass is ok.
Noise cancellation is also ok.
All over quality is very poor."
15-May-20,5,Positive,Ant Audio is new company in the market So many people will take review of this product whether to purchase it or not but as I have purchased their earphones and the product is really really good. Audio quality is Awesome bass is amazing earphones look Stylish and is made up of good material so no worry of damaging of this product and their packaging is very amazing in the package you will get a metal box and inside it you will get stickers user guide and earphones with two ear tips So don't think too much about it and go for the product
17-May-20,2,Negative,Medium bass. Fully faulty product
05-Jun-20,1,Negative,Worst product ever. After 2nd of month .jack problem accur and after 2-3 days they stop working. I claim for compny .they just gave me first email reply after no responce from ent audio .. and if you go for bass headphone then dont buy . Bass is not as much as they said
09-Jun-20,5,Positive,"What I heard about it, was true, what a bass quality,... Fantastic, awesome, crazy bass, I loved it....tested with NCS bass music, 8D songs, 4D songs, it is perfect for your ears just at Ra 476.... What can be better than that..."
18-Jun-20,4,Positive,"I've been using Ant Audio w56 for a long time. Recommended.
Wish other than black comes with the Metal Box packaging.
Comfortable to wear for a long time. Great fit. Audio is great compared to other products in this price group.
Quality Product."
19-Jun-20,4,Positive,This earphones actually worth every rupees... The bass and sound.. It feels like you are in theater... In short produces high quality sound... But it lasted for 7 months for me... And i bought same earphones again..AA W56 will be my 2nd earphone again..
23-Jun-20,4,Positive,"This earphone is amazing. The extra bass is the beast. The packaging was quite nice. Though the box had a little scratch on it i am Positive that it was unused. I got this for 599 and i am very happy and satisfied. The pouch is handy and i liked it. The wire quality is pretty good. The two Negatives which are not that important and can be ignored were that the ear hooks are not that great. It doesn't fits in the ear properly and there is only one button for all the function.

Overall amazing earphones and i am satisfied. :)"
01-Jul-20,2,Negative,"Which set i bought in 2018 was totally classy royal premium with metal box and stickers and NOW we can't even hear bass too much, before it was GREAT and now HATE"
07-Jul-20,5,Positive,"About the sound, it has the best noise cancellation I've seen so far, the punching bass and surrounding bass both are perfectly balanced to give you that theatrical effect. Highs and mids are also balanced, but trebles are slightly low. If you like more trebles, buy sennheisers. (Really, you don't like bass?). Overall this is the worth buying under 1000rs. And you'll get a small surprise gesture once you unbox. Thank me later!"
15-Jul-20,5,Positive,The Bass Of These Earphones Is Very Deep. The High's Is Also Good. I'm a Bass Head And I Am Surprised With The Bass On These Earphones. The Bass On This Earphones Is Equal To My Headphones. There Aren't Any Con's For This Earphones. Also Ear Tips OF Different Sizes Are Provided. There Are Also Stickers Provided. A Very Good Metal Box 
21-Jul-20,2,Negative,"The product was good in sound and built, still one side of the earphone stopped working. By the looks and build quality, I didn't expect it to be like this. Tried claiming warranty, but got nothing, like no way to even contact or claim"
07-Aug-20,4,Positive,"It does'nt have way too much bass, which I personally prefer. The sound is quite clear for this reason, which makes it suitable for games in which you should listen to the faintest sounds and for watching videos where its hard to understand what they say. The flat wires are nice as they tangle less and I prefer handling ribbon wires instead of the traditional ones. The right angled jack is usefull since I can't grip my phone properly with normal jacks, when I play games with 4 fingers. On the right side wire, the inner wiring started poping out the insulation slightly, very early on and it kept poping out more over time but it did'nt cause any problem. After 5 months of use, the right side stopped working randomly, so its like paying 100 rs a month to use these earphones. It sounds very identical to ant audio wave 702 but it looks cooler, has a better packaging, clip and rubber attachements which are quite useless and an unnecesary complication. So, its better to throw away the rubber attachments. If you can get both for the same price, go for w56 as it looks cool and comes with a clip. Despite its drawbacks, I will still buy another one as I think its better than the other earphones in the market."
14-Aug-20,2,Negative,"Cons----many.....hissing sound on the wire while on call... Ear hooks durability is max 3..4 mnths...
"
16-Aug-20,5,Positive,To Keep The Earphones Is Also There. There Is No Distortion Even When There Is Very Deep Bass Songs Are Played. You Won't Ever Regret Buying These Earphones! Just Go For It If You Are Planning To!! Thanks Ant Audio For The Superior Sound And Built Quality!
01-Sep-20,1,Negative,"Believe me, there is absolutely no bass in this. The Treble is very high, mids are average and bass is very low. Most of the time, the instruments overpower the vocals coz of high treble. The earphones which came free with Transcend mp3 player gives better sound quality than this. Apart from bass, the music listening experience itself is pathetic. Ths sound is very thin."
04-Sep-20,5,Positive,8 months ago I used realme buds 2 it is good earphone overall but yesterday the ant audio had delivered and believe me guys this one is better than realme buds 2.. I just loved them This earphone is best in this price and sound & bass are superb
06-Sep-20,2,Negative,"I brought this after reading so many reviews. (Wanted to try a new brand of audio, before i used Harman JBL) Before even testing sound quality, the earphones didn't fit perfectly for my mobile (HONOR PLAY). I DONT THINK THAT IT IS EXACT 3.5MM. So had to return it the next day"
08-Sep-20,5,Positive,"I bought this earphone by friend suggest. I am using this earphone and have not faced any problems yet. Mostly I used headphone during traveling for listening music and watching videos. After using for nearly two months , I am writing this review."
09-Sep-20,5,Positive,"Speak of a earphone that comes like a gift, damn. These pair of earphones comes with the most premium packaging. Never seen anything like this. The music quality, top notch. As I've seen most of the reviewers say it's better than the boat 225, I'd like to say it's not really better or worse. If anything, the any beats the boat by a 0.5% margin."
10-Sep-20,2,Negative,Had bought this because mic was not working on previous headphones. But mic stopped working within 1 month. Had brought the same earphones few years back which i used for 2 years without any issue. Looks like the product quality is not as good as before.
10-Sep-20,5,Positive,"Top quality build. The music performance is really really impressive. It's what you'd expect of a earphone you'd pay 3-4 grand for. The bass is simply insane. You won't find the need to install additional equalisers or anything of that sort. The treble is pretty good too, nothing to complain about."
11-Sep-20,2,Negative,Below avergae. Product was unsealed and damaged. No warranty card inside
11-Sep-20,5,Positive,"Exactly After 1 year ,1 month and 4 days. Writing this review i purchased it for ₹ 525(applying promo + sale offer). I used it for gaming, pretty much everyday. Never feel like it is an 1 year old earphone. I was using it roughly by thinking that it's still under warranty 😂. Btw it's now selling for 399 just go 4 it. Will never disappoint."
11-Sep-20,5,Positive,"If there's one thing I would like you guys to improve, it's the delivery of music at low volumes. I feel the volume needs to increased to a 65+ to feel the real output of the music."
12-Sep-20,5,Positive,The five star is mainly for the fittings in the ear I haven't seen anything like this which fits so comfortable and so tightly in the ear bass and Beats and low all are very excellent at this price. I got this at a deal of around 550rs . It comes with nice metallic box which can be used for some other purposes along with the few types of ear tips .don't expect anything much at this price. 
13-Sep-20,5,Positive,Ultimate experience I would suggest to go for headphones it has a mic also it has thick cable Packaging of the box is very good the earphone feels solid.my recommendation will be to save money at least for a year then wait for a billion sale or Amazon sale and purchase a very good pair of headphones ultimately that will satisfy your name all the ear phones in the range of nearly around 2000 rupees are same it's better to save money and go for headphones
14-Sep-20,5,Positive,"First Of All.. Thanks Amazon For The Unexpected Fast Delivery, I Received The Earphones Within 24 Hours. Got It In 17-18 Hours. Then About The Earphones, The Price Coated On the Box Is Rs.1,299 But Got It For A Price Rs.499. Theses Earphones Are Worth Their Price. They Don't Lack In Sound Quality And Built Quality."
15-Sep-20,2,Negative,"Not able to claim warranty most the time their service center in kochi was down due to Pandemic out burst
"
18-Sep-20,5,Positive,"Even at the first glance it already had a nice impression on me because of the build design, although i was a bit skeptical at first since it was a newly launched product. And the sounds are great. The build quality could've been better since the earpice around the edges were quite sharp..but not that big an issue. Images attached.  Could've included a dedicated volume + or volume -"
19-Sep-20,1,Negative,Packing was is worst and I didn't get earphones in steel box ..and warranty card.I think that this are not orginal product from ant. I want to return it.
21-Sep-20,5,Positive,"it's excellent,noise cancellation is very good if you listen to music above 50 - volume, you can't hear anything,earphones have a gold plated 3.5mm Jack,but after a month it becomes silver color,best recommended for gaming and music."
24-Sep-20,1,Negative,"Worst earphone ever, don't waste your money. At first they didn't even worked, after a few try they worked and even then only one earplug was working and that too was so low in volume that I could hard listen to the music even on full volume"
24-Sep-20,5,Positive,"They are almost sound similar to the Mi ones that I use. After some testing, I felt the Mi ones played the soft bass (the super lows ~50 Hz) slightly better. But the packaging is something unique with a metal box and some surprises inside, giving a sweet unboxing experience "
27-Sep-20,1,Negative, really very bad earphone this bass is not good correct stereo sound
06-Oct-20,4,Positive,"Recently lost my loyal Sennheiser CX275 headphones to old age, may she (yes 'she') rest in peace. When looking for a temporary alternative until I decide on a good wireless ear bud, I stumbled upon these beauties. Now I have been using Ant's mechanical keyboard for a while and am delighted with the quality. Hoping that they deliver the same quality across the board, bought this pair to check (honestly was expecting to return them due to bad quality). But man have they delivered yet again, these are so good that the only minute difference I can pick out from my old Sennheiser is the cripsness of the sound is a little less in these guys, but totally a bang for you buck at nearly 1/3rd the price of the former.

Heres my opinion,
Pros:
-Very cheap considering the sound quality
-Comes in an awesome metal tin with classy packaging and some funky stickers (always a sucker for stickers)
-So far is compatible with every phone and 3.5mm jack I plugged this into.
Cons:
-Build quality feels cheap, hopefully will last me long
-Mic quality could be a little better but unless you're using it to record HD sound tracks, you shouldn't be worried"
12-Oct-20,2,Negative,I received product with loose wiring in mic. So some time it works good and some time it works like hell. I have also buy this product from antaudio genuine site. Both packing are different and also mainly QUALITY
12-Oct-20,2,Negative,"No review here has said about how uncomfortable these earphones are. It fell of the ear if support is not used. If it is used, you cant wear it for long. It is helpful though, cuz it saves your time, ..how?? Cuz u won't be listening to music long by using this earphone. I like it."
16-Oct-20,1,Negative,I have purchased it in January and they have started having problems after sometime and now they have completely stopped.
18-Oct-20,5,Positive,"Guy trust me, i have used samsung, candy crush, jbl and boat. All of them are good in their own way, but i loved Ant Audio w56. It got the base and well balanced sound that i expected from every other earphones i used."
19-Oct-20,1,Negative,Worst product you can purchase at this amount...when I first ordered that product I found issues while making calls and when I reordered that product again. It was worse than earlier the Jack is not supported and after 15 listening to music or making calls it got disconnected again.
20-Oct-20,1,Negative,"Just received the package from amazon. I was expecting the metal box and the stickers as they were a part of the product but to my surprise, they sent the cheap plastic base(as shown in the image), and yeah no stickers. I mean half of the products were sold with the box and stickers but what about the other half? (Do you think we are here to gamble?). "
22-Oct-20,4,Negative,"#noMetalBox, yes, please don't expect any metal box , they've stopped giving it.Excellent build quality and sound quality. Premium feel and look"
22-Oct-20,4,Positive,Got to know about this brand in YouTube. Must say better than Boat225!
22-Oct-20,4,Positive,"Sounds Quality and build Quality is good ..but you gonna be very disappointed to know that Ant audio jas changed its packaging that i was looking for years and now i had bought and I'm upset very regretful that its packaging had changed (before packaging was including one metal box with ant audio stickers but now one plastic panel to hold earphone that's it)
Ant audio had the best packaging but now he lost respect and Goodwill from my side "
23-Oct-20,4,Positive,Good
24-Oct-20,4,Negative,Everything is fine about the product but its bass is not too good. It is not the best deal to have this product at this price its just ok. I will suggest to go for boat bassheads or JBL at this range.
25-Oct-20,2,Negative,"Before reading my review please understand that my review is directed only to warn people who care about ""clarity"" as opposed to the people who like muddy and pounding low-end (""extra bass"") right inside their ears."
25-Oct-20,4,Positive,"This product is good
I have been using till today. But no issues found with this product"
26-Oct-20,4,Negative,Product is good but I not received box and sticker in that product tbh the product Is awesome but amazon not gaved box 
27-Oct-20,1,Negative,"on receiving the earphones, not only there was no metal box, however, there were no extra earbuds. The item was packed like one of those roadside/one-time usable earphones."
27-Oct-20,1,Negative,"I got clone of W56, so I replaced it, after few days again I got another defected earphone... Even after replacement you are not providing genuine products... Don't fool people, we are not fools, we know the right quality of Ant Audio..... I am using it from years...... Get it...""STOP SELLING FAKE ITEMS""."
27-Oct-20,4,Negative,Not so good but OK.
27-Oct-20,4,Positive,Good ..
28-Oct-20,4,Positive,Sound quality is acceptional
28-Oct-20,5,Positive,One fact that can totally make you understand about how this earphone is...if you are planning to buy boat 225 then go for this one instead. The bass quality is same and this one's sensitivity is way too better than boat one. This one is lighter than the boat one and the slipping of earheads from ear problem is no longer a problem with this one even though this one is still a metal head.My previous earphone was boat 220 which is the kinda ancestor of boat 225 as they discontinued the 220 one after launching the new model 225 
29-Oct-20,4,Negative,"There is no Metal box and stickers inside the packet of those who bought it for 349 /-. I have read many reviews, everyone has said that and I have not got it either. That's why they are selling it cheaper.
But if you leave that thing aside, this earphone is excellent in the case of audio, voice clearity, bass, treble, mic.
The only problem is the wire which I think is a bit thin. They should have to give little thicker wire."
29-Oct-20,5,Positive,At this price point it is a gud deal..it gives excellent overall sound...it produces a flat sound nto too bass not too treble..and block almost all the outside noices...you can definitely enjoying listening to music with this earphones...and the built quality is good and chord has also good quality..and tangle free also..
30-Oct-20,5,Positive,"An awesome product from Ant Audio Indeed. The packaging is premium you get your earphones in a pristine metal box, with lovely stickers, a welcome card and three sizes of ear buds. The earphones as a whole sound surreal. The sound quality is perfect the vocals are highlighted and the noise cancellation works like a charm. I would like to add that the noise cancellation is not the best in the market but hey the overall experience is unbeatable in the given price range. It's a definite just buy the damn thing from me."
01-Nov-20,1,Negative,Product quality does not meet as expected.Inner tin box is missing.low sound.Product package is completely different as shown in product catalogue and customer reviews.
01-Nov-20,5,Positive,"In my first impression, sound quality is excellent, deep bass is superb, delivered much more of expectations, just hoping to last till a year, fingers crossed . Will update after few months about the durability, but seems quite rugged . Great pair of headsets , better than Boat Bassheads 225 my last earphone ."
02-Nov-20,5,Positive,"I love this. One of my fav. Bcoz under 1,000 This is the best For Bass lover , I mean for me.;) Yes highs are not clear. I mean its soo clear but highs are coming with some punchy and deep high. Sooo i heard some High tune with bass."
03-Nov-20,4,Negative,I ordered green/neon colour but got orange instead. I don't mind that bcuz the quality of the sound as per the price is really good.
03-Nov-20,5,Positive,I have been using this earphones for the past two years now and it never disappointed me and I'm still using it. While playing FPS games like PUBGM and CODM the foot steps are so clear and when it comes to music you can easily differentiate between the mids and highs. I can't believe for a price of 470 ant audio is providing such an amazing audio devices.
04-Nov-20,5,Positive,"Best budget headphones bought got it delivered on 25 January, 2020. Now using them for more than 6 months now still doing great."
05-Nov-20,5,Positive,"My sister accidentally left these earphones in her pocket and forgot to remove them before putting her clothes into the washing machine. These earphones however survived it! It was completely intact, no issues at all. Truly waterproof earphones. The sound quality, noise cancellation and bass quality are all good. It's comfortable to wear and I would recommend it to anyone who's looking to buy new earphones ."
06-Nov-20,5,Positive,"At the Price range of 499 these are the 2nd best earphones (Boat Baseheads 225 is first). I am not music lover type of person but while listening some random music what I noticed that I can clearly hear all the instruments in background, So that's the plus point but why this is on 2? Because in terms of bass production it produces soft base, like very low base but still you can feel it, while in BH225 Bass is great. "
07-Nov-20,5,Positive,"Bass heads just go for it ! This one is a beast. Don't look at the Negative comments like ""One side stopped working within 1 week"" and so on... It happens with few ones of every brand and products. Even my sennheiser stopped working."
